v4_0,mmm-yy,Time,uk-only,Geography,sic-unofficial,UnofficialStandardIndustrialClassification
83.904,May-08,May-08,K02000001,United Kingdom,A--T,A-T : Monthly GDP
87.1887,May-08,May-08,K02000001,United Kingdom,F,F : Construction
103.448,May-08,May-08,K02000001,United Kingdom,G-and-I,"G & I : Distribution, Hotels and Restaurants"
88.3438,May-08,May-08,K02000001,United Kingdom,O--T,O-T : Government and Other Services
90.4164,May-08,May-08,K02000001,United Kingdom,Q,Q : Human health and social work activities
32.1643,May-08,May-08,K02000001,United Kingdom,J,J : Information and communication
125.7649,May-08,May-08,K02000001,United Kingdom,K,K : Financial and insurance activities
93.9975,May-08,May-08,K02000001,United Kingdom,T,T : Activities of Households as employers
252.8323,May-08,May-08,K02000001,United Kingdom,B,B : Mining and quarrying
49.0467,Apr-08,Apr-08,K02000001,United Kingdom,H-and-J,"H & J : Transport, Storage and Communications"
90.2677,Apr-08,Apr-08,K02000001,United Kingdom,Q,Q : Human health and social work activities
101.3823,Apr-08,Apr-08,K02000001,United Kingdom,R,"R : Arts, Entertainment and Recreation"
86.4569,Apr-08,Apr-08,K02000001,United Kingdom,T,T : Activities of Households as employers
105.1851,Apr-08,Apr-08,K02000001,United Kingdom,G-and-I,"G & I : Distribution, Hotels and Restaurants"
87.3399,Apr-08,Apr-08,K02000001,United Kingdom,S,S : Other Service Activities
245.8983,Apr-08,Apr-08,K02000001,United Kingdom,B,B : Mining and quarrying
273.9032,Apr-08,Apr-08,K02000001,United Kingdom,D,"D : Electricity, gas steam and air conditioning"
89.3788,Apr-08,Apr-08,K02000001,United Kingdom,O--T,O-T : Government and Other Services
91.5456,Apr-08,Apr-08,K02000001,United Kingdom,I,I : Accommodation and food service activities
70.8586,Apr-08,Apr-08,K02000001,United Kingdom,L,L : Real estate activities
87.67,Apr-08,Apr-08,K02000001,United Kingdom,O,O : Public administration and defence
90.697,Apr-08,Apr-08,K02000001,United Kingdom,P,P : Education
108.7434,Apr-08,Apr-08,K02000001,United Kingdom,G,"G : Wholesale, retail and motor trade"
80.1747,Apr-08,Apr-08,K02000001,United Kingdom,K--N,K-N : Business Services and Finance
124.8606,Apr-08,Apr-08,K02000001,United Kingdom,K,K : Financial and insurance activities
89.8215,Apr-08,Apr-08,K02000001,United Kingdom,C,C : Manufacturing
109.7604,Apr-08,Apr-08,K02000001,United Kingdom,B--E,B-E : Production Industries
87.8153,Apr-08,Apr-08,K02000001,United Kingdom,F,F : Construction
84.7375,Apr-08,Apr-08,K02000001,United Kingdom,A--T,A-T : Monthly GDP
93.6292,Apr-08,Apr-08,K02000001,United Kingdom,A,A : Agriculture
99.6665,Apr-08,Apr-08,K02000001,United Kingdom,H,H : Transportation and storage
67.3934,Apr-08,Apr-08,K02000001,United Kingdom,M,"M : Professional, scientific and technical activities"
80.7909,Apr-08,Apr-08,K02000001,United Kingdom,G--T,G-T : Index of Services
32.391,Apr-08,Apr-08,K02000001,United Kingdom,J,J : Information and communication
66.8726,Apr-08,Apr-08,K02000001,United Kingdom,N,N : Administrative and support service activities
90.1297,Apr-08,Apr-08,K02000001,United Kingdom,E,"E : Water supply, sewerage and waste management"
80.1707,Mar-08,Mar-08,K02000001,United Kingdom,G--T,G-T : Index of Services
85.1904,Mar-08,Mar-08,K02000001,United Kingdom,S,S : Other Service Activities
76.3482,Mar-08,Mar-08,K02000001,United Kingdom,T,T : Activities of Households as employers
47.581,Mar-08,Mar-08,K02000001,United Kingdom,H-and-J,"H & J : Transport, Storage and Communications"
96.6007,Mar-08,Mar-08,K02000001,United Kingdom,H,H : Transportation and storage
70.9568,Mar-08,Mar-08,K02000001,United Kingdom,L,L : Real estate activities
88.3566,Mar-08,Mar-08,K02000001,United Kingdom,O,O : Public administration and defence
90.0804,Mar-08,Mar-08,K02000001,United Kingdom,Q,Q : Human health and social work activities
99.2007,Mar-08,Mar-08,K02000001,United Kingdom,R,"R : Arts, Entertainment and Recreation"
107.2738,Mar-08,Mar-08,K02000001,United Kingdom,B--E,B-E : Production Industries
87.4253,Mar-08,Mar-08,K02000001,United Kingdom,C,C : Manufacturing
105.6528,Mar-08,Mar-08,K02000001,United Kingdom,G,"G : Wholesale, retail and motor trade"
103.2928,Mar-08,Mar-08,K02000001,United Kingdom,G-and-I,"G & I : Distribution, Hotels and Restaurants"
31.4413,Mar-08,Mar-08,K02000001,United Kingdom,J,J : Information and communication
94.0707,Mar-08,Mar-08,K02000001,United Kingdom,I,I : Accommodation and food service activities
68.1775,Mar-08,Mar-08,K02000001,United Kingdom,M,"M : Professional, scientific and technical activities"
89.2642,Mar-08,Mar-08,K02000001,United Kingdom,O--T,O-T : Government and Other Services
88.9137,Mar-08,Mar-08,K02000001,United Kingdom,F,F : Construction
84.0109,Mar-08,Mar-08,K02000001,United Kingdom,A--T,A-T : Monthly GDP
80.1913,Mar-08,Mar-08,K02000001,United Kingdom,K--N,K-N : Business Services and Finance
91.1969,Mar-08,Mar-08,K02000001,United Kingdom,P,P : Education
93.8888,Mar-08,Mar-08,K02000001,United Kingdom,A,A : Agriculture
124.2771,Mar-08,Mar-08,K02000001,United Kingdom,K,K : Financial and insurance activities
66.0202,Mar-08,Mar-08,K02000001,United Kingdom,N,N : Administrative and support service activities
88.1662,Mar-08,Mar-08,K02000001,United Kingdom,E,"E : Water supply, sewerage and waste management"
249.4626,Mar-08,Mar-08,K02000001,United Kingdom,B,B : Mining and quarrying
264.9668,Mar-08,Mar-08,K02000001,United Kingdom,D,"D : Electricity, gas steam and air conditioning"
80.8679,Feb-08,Feb-08,K02000001,United Kingdom,G--T,G-T : Index of Services
94.211,Feb-08,Feb-08,K02000001,United Kingdom,P,P : Education
88.3674,Feb-08,Feb-08,K02000001,United Kingdom,S,S : Other Service Activities
67.2876,Feb-08,Feb-08,K02000001,United Kingdom,M,"M : Professional, scientific and technical activities"
104.5698,Feb-08,Feb-08,K02000001,United Kingdom,G-and-I,"G & I : Distribution, Hotels and Restaurants"
74.5391,Feb-08,Feb-08,K02000001,United Kingdom,T,T : Activities of Households as employers
70.9062,Feb-08,Feb-08,K02000001,United Kingdom,L,L : Real estate activities
90.2154,Feb-08,Feb-08,K02000001,United Kingdom,O--T,O-T : Government and Other Services
68.258,Feb-08,Feb-08,K02000001,United Kingdom,N,N : Administrative and support service activities
88.2709,Feb-08,Feb-08,K02000001,United Kingdom,O,O : Public administration and defence
89.7339,Feb-08,Feb-08,K02000001,United Kingdom,Q,Q : Human health and social work activities
255.9809,Feb-08,Feb-08,K02000001,United Kingdom,B,B : Mining and quarrying
80.5426,Feb-08,Feb-08,K02000001,United Kingdom,K--N,K-N : Business Services and Finance
31.5467,Feb-08,Feb-08,K02000001,United Kingdom,J,J : Information and communication
125.5407,Feb-08,Feb-08,K02000001,United Kingdom,K,K : Financial and insurance activities
100.0856,Feb-08,Feb-08,K02000001,United Kingdom,R,"R : Arts, Entertainment and Recreation"
99.3475,Feb-08,Feb-08,K02000001,United Kingdom,H,H : Transportation and storage
91.6558,Feb-08,Feb-08,K02000001,United Kingdom,A,A : Agriculture
84.9824,Feb-08,Feb-08,K02000001,United Kingdom,A--T,A-T : Monthly GDP
89.1739,Feb-08,Feb-08,K02000001,United Kingdom,F,F : Construction
48.2025,Feb-08,Feb-08,K02000001,United Kingdom,H-and-J,"H & J : Transport, Storage and Communications"
107.055,Feb-08,Feb-08,K02000001,United Kingdom,G,"G : Wholesale, retail and motor trade"
94.8838,Feb-08,Feb-08,K02000001,United Kingdom,I,I : Accommodation and food service activities
91.0869,Feb-08,Feb-08,K02000001,United Kingdom,C,C : Manufacturing
110.7139,Feb-08,Feb-08,K02000001,United Kingdom,B--E,B-E : Production Industries
255.8334,Feb-08,Feb-08,K02000001,United Kingdom,D,"D : Electricity, gas steam and air conditioning"
90.6448,Feb-08,Feb-08,K02000001,United Kingdom,E,"E : Water supply, sewerage and waste management"
80.4708,Jan-08,Jan-08,K02000001,United Kingdom,G--T,G-T : Index of Services
81.4042,Jan-08,Jan-08,K02000001,United Kingdom,K--N,K-N : Business Services and Finance
89.063,Jan-08,Jan-08,K02000001,United Kingdom,O--T,O-T : Government and Other Services
99.7479,Jan-08,Jan-08,K02000001,United Kingdom,R,"R : Arts, Entertainment and Recreation"
78.6952,Jan-08,Jan-08,K02000001,United Kingdom,T,T : Activities of Households as employers
94.6923,Jan-08,Jan-08,K02000001,United Kingdom,I,I : Accommodation and food service activities
86.5456,Jan-08,Jan-08,K02000001,United Kingdom,S,S : Other Service Activities
131.7915,Jan-08,Jan-08,K02000001,United Kingdom,K,K : Financial and insurance activities
68.0671,Jan-08,Jan-08,K02000001,United Kingdom,M,"M : Professional, scientific and technical activities"
66.3896,Jan-08,Jan-08,K02000001,United Kingdom,N,N : Administrative and support service activities
89.3772,Jan-08,Jan-08,K02000001,United Kingdom,Q,Q : Human health and social work activities
88.8001,Jan-08,Jan-08,K02000001,United Kingdom,C,C : Manufacturing
105.2405,Jan-08,Jan-08,K02000001,United Kingdom,G,"G : Wholesale, retail and motor trade"
96.6135,Jan-08,Jan-08,K02000001,United Kingdom,H,H : Transportation and storage
254.2457,Jan-08,Jan-08,K02000001,United Kingdom,B,B : Mining and quarrying
91.3316,Jan-08,Jan-08,K02000001,United Kingdom,E,"E : Water supply, sewerage and waste management"
108.9324,Jan-08,Jan-08,K02000001,United Kingdom,B--E,B-E : Production Industries
84.4152,Jan-08,Jan-08,K02000001,United Kingdom,A--T,A-T : Monthly GDP
30.8051,Jan-08,Jan-08,K02000001,United Kingdom,J,J : Information and communication
92.0094,Jan-08,Jan-08,K02000001,United Kingdom,P,P : Education
87.0083,Jan-08,Jan-08,K02000001,United Kingdom,O,O : Public administration and defence
86.7977,Jan-08,Jan-08,K02000001,United Kingdom,A,A : Agriculture
89.132,Jan-08,Jan-08,K02000001,United Kingdom,F,F : Construction
103.1,Jan-08,Jan-08,K02000001,United Kingdom,G-and-I,"G & I : Distribution, Hotels and Restaurants"
46.9929,Jan-08,Jan-08,K02000001,United Kingdom,H-and-J,"H & J : Transport, Storage and Communications"
70.5082,Jan-08,Jan-08,K02000001,United Kingdom,L,L : Real estate activities
262.4205,Jan-08,Jan-08,K02000001,United Kingdom,D,"D : Electricity, gas steam and air conditioning"
64.1844,Dec-07,Dec-07,K02000001,United Kingdom,N,N : Administrative and support service activities
89.3974,Dec-07,Dec-07,K02000001,United Kingdom,Q,Q : Human health and social work activities
89.2537,Dec-07,Dec-07,K02000001,United Kingdom,P,P : Education
68.4297,Dec-07,Dec-07,K02000001,United Kingdom,M,"M : Professional, scientific and technical activities"
89.1657,Dec-07,Dec-07,K02000001,United Kingdom,O--T,O-T : Government and Other Services
130.8597,Dec-07,Dec-07,K02000001,United Kingdom,K,K : Financial and insurance activities
88.7975,Dec-07,Dec-07,K02000001,United Kingdom,C,C : Manufacturing
81.138,Dec-07,Dec-07,K02000001,United Kingdom,K--N,K-N : Business Services and Finance
106.1148,Dec-07,Dec-07,K02000001,United Kingdom,G,"G : Wholesale, retail and motor trade"
89.02,Dec-07,Dec-07,K02000001,United Kingdom,O,O : Public administration and defence
89.3724,Dec-07,Dec-07,K02000001,United Kingdom,F,F : Construction
103.3539,Dec-07,Dec-07,K02000001,United Kingdom,G-and-I,"G & I : Distribution, Hotels and Restaurants"
92.6699,Dec-07,Dec-07,K02000001,United Kingdom,I,I : Accommodation and food service activities
100.7677,Dec-07,Dec-07,K02000001,United Kingdom,R,"R : Arts, Entertainment and Recreation"
84.418,Dec-07,Dec-07,K02000001,United Kingdom,A--T,A-T : Monthly GDP
81.5802,Dec-07,Dec-07,K02000001,United Kingdom,A,A : Agriculture
30.8792,Dec-07,Dec-07,K02000001,United Kingdom,J,J : Information and communication
70.7716,Dec-07,Dec-07,K02000001,United Kingdom,L,L : Real estate activities
89.3952,Dec-07,Dec-07,K02000001,United Kingdom,S,S : Other Service Activities
46.9386,Dec-07,Dec-07,K02000001,United Kingdom,H-and-J,"H & J : Transport, Storage and Communications"
80.4081,Dec-07,Dec-07,K02000001,United Kingdom,G--T,G-T : Index of Services
95.9706,Dec-07,Dec-07,K02000001,United Kingdom,H,H : Transportation and storage
87.1441,Dec-07,Dec-07,K02000001,United Kingdom,T,T : Activities of Households as employers
267.5703,Dec-07,Dec-07,K02000001,United Kingdom,B,B : Mining and quarrying
109.5692,Dec-07,Dec-07,K02000001,United Kingdom,B--E,B-E : Production Industries
270.1983,Dec-07,Dec-07,K02000001,United Kingdom,D,"D : Electricity, gas steam and air conditioning"
88.8983,Dec-07,Dec-07,K02000001,United Kingdom,E,"E : Water supply, sewerage and waste management"
94.7816,Nov-07,Nov-07,K02000001,United Kingdom,H,H : Transportation and storage
80.0757,Nov-07,Nov-07,K02000001,United Kingdom,G--T,G-T : Index of Services
64.4716,Nov-07,Nov-07,K02000001,United Kingdom,N,N : Administrative and support service activities
89.3244,Nov-07,Nov-07,K02000001,United Kingdom,O--T,O-T : Government and Other Services
87.9768,Nov-07,Nov-07,K02000001,United Kingdom,O,O : Public administration and defence
87.4495,Nov-07,Nov-07,K02000001,United Kingdom,S,S : Other Service Activities
80.6516,Nov-07,Nov-07,K02000001,United Kingdom,K--N,K-N : Business Services and Finance
70.569,Nov-07,Nov-07,K02000001,United Kingdom,L,L : Real estate activities
264.9494,Nov-07,Nov-07,K02000001,United Kingdom,B,B : Mining and quarrying
109.3178,Nov-07,Nov-07,K02000001,United Kingdom,B--E,B-E : Production Industries
88.2434,Nov-07,Nov-07,K02000001,United Kingdom,C,C : Manufacturing
91.16,Nov-07,Nov-07,K02000001,United Kingdom,P,P : Education
101.7647,Nov-07,Nov-07,K02000001,United Kingdom,R,"R : Arts, Entertainment and Recreation"
94.9851,Nov-07,Nov-07,K02000001,United Kingdom,T,T : Activities of Households as employers
274.4953,Nov-07,Nov-07,K02000001,United Kingdom,D,"D : Electricity, gas steam and air conditioning"
89.0059,Nov-07,Nov-07,K02000001,United Kingdom,F,F : Construction
84.0615,Nov-07,Nov-07,K02000001,United Kingdom,A--T,A-T : Monthly GDP
76.6368,Nov-07,Nov-07,K02000001,United Kingdom,A,A : Agriculture
93.4053,Nov-07,Nov-07,K02000001,United Kingdom,I,I : Accommodation and food service activities
66.6877,Nov-07,Nov-07,K02000001,United Kingdom,M,"M : Professional, scientific and technical activities"
130.6318,Nov-07,Nov-07,K02000001,United Kingdom,K,K : Financial and insurance activities
89.2523,Nov-07,Nov-07,K02000001,United Kingdom,Q,Q : Human health and social work activities
30.3375,Nov-07,Nov-07,K02000001,United Kingdom,J,J : Information and communication
103.3558,Nov-07,Nov-07,K02000001,United Kingdom,G-and-I,"G & I : Distribution, Hotels and Restaurants"
46.2091,Nov-07,Nov-07,K02000001,United Kingdom,H-and-J,"H & J : Transport, Storage and Communications"
105.918,Nov-07,Nov-07,K02000001,United Kingdom,G,"G : Wholesale, retail and motor trade"
90.8085,Nov-07,Nov-07,K02000001,United Kingdom,E,"E : Water supply, sewerage and waste management"
45.5967,Oct-07,Oct-07,K02000001,United Kingdom,H-and-J,"H & J : Transport, Storage and Communications"
91.5692,Oct-07,Oct-07,K02000001,United Kingdom,P,P : Education
79.6095,Oct-07,Oct-07,K02000001,United Kingdom,G--T,G-T : Index of Services
67.1328,Oct-07,Oct-07,K02000001,United Kingdom,M,"M : Professional, scientific and technical activities"
88.9335,Oct-07,Oct-07,K02000001,United Kingdom,Q,Q : Human health and social work activities
87.4392,Oct-07,Oct-07,K02000001,United Kingdom,C,C : Manufacturing
91.2333,Oct-07,Oct-07,K02000001,United Kingdom,E,"E : Water supply, sewerage and waste management"
108.7595,Oct-07,Oct-07,K02000001,United Kingdom,B--E,B-E : Production Industries
89.0577,Oct-07,Oct-07,K02000001,United Kingdom,O--T,O-T : Government and Other Services
93.6271,Oct-07,Oct-07,K02000001,United Kingdom,I,I : Accommodation and food service activities
128.0208,Oct-07,Oct-07,K02000001,United Kingdom,K,K : Financial and insurance activities
84.3783,Oct-07,Oct-07,K02000001,United Kingdom,S,S : Other Service Activities
70.351,Oct-07,Oct-07,K02000001,United Kingdom,L,L : Real estate activities
100.8272,Oct-07,Oct-07,K02000001,United Kingdom,R,"R : Arts, Entertainment and Recreation"
74.0662,Oct-07,Oct-07,K02000001,United Kingdom,A,A : Agriculture
88.5675,Oct-07,Oct-07,K02000001,United Kingdom,F,F : Construction
83.5719,Oct-07,Oct-07,K02000001,United Kingdom,A--T,A-T : Monthly GDP
105.6403,Oct-07,Oct-07,K02000001,United Kingdom,G,"G : Wholesale, retail and motor trade"
80.0809,Oct-07,Oct-07,K02000001,United Kingdom,K--N,K-N : Business Services and Finance
93.6412,Oct-07,Oct-07,K02000001,United Kingdom,H,H : Transportation and storage
103.1845,Oct-07,Oct-07,K02000001,United Kingdom,G-and-I,"G & I : Distribution, Hotels and Restaurants"
63.5556,Oct-07,Oct-07,K02000001,United Kingdom,N,N : Administrative and support service activities
29.9123,Oct-07,Oct-07,K02000001,United Kingdom,J,J : Information and communication
87.9561,Oct-07,Oct-07,K02000001,United Kingdom,O,O : Public administration and defence
99.6072,Oct-07,Oct-07,K02000001,United Kingdom,T,T : Activities of Households as employers
271.6006,Oct-07,Oct-07,K02000001,United Kingdom,D,"D : Electricity, gas steam and air conditioning"
269.7224,Oct-07,Oct-07,K02000001,United Kingdom,B,B : Mining and quarrying
93.5417,Sep-07,Sep-07,K02000001,United Kingdom,H,H : Transportation and storage
64.6447,Sep-07,Sep-07,K02000001,United Kingdom,N,N : Administrative and support service activities
46.0936,Sep-07,Sep-07,K02000001,United Kingdom,H-and-J,"H & J : Transport, Storage and Communications"
105.9434,Sep-07,Sep-07,K02000001,United Kingdom,G,"G : Wholesale, retail and motor trade"
258.4843,Sep-07,Sep-07,K02000001,United Kingdom,B,B : Mining and quarrying
108.3482,Sep-07,Sep-07,K02000001,United Kingdom,B--E,B-E : Production Industries
30.4602,Sep-07,Sep-07,K02000001,United Kingdom,J,J : Information and communication
103.1827,Sep-07,Sep-07,K02000001,United Kingdom,G-and-I,"G & I : Distribution, Hotels and Restaurants"
80.397,Sep-07,Sep-07,K02000001,United Kingdom,K--N,K-N : Business Services and Finance
85.7632,Sep-07,Sep-07,K02000001,United Kingdom,S,S : Other Service Activities
88.8951,Sep-07,Sep-07,K02000001,United Kingdom,O--T,O-T : Government and Other Services
91.7036,Sep-07,Sep-07,K02000001,United Kingdom,P,P : Education
92.5106,Sep-07,Sep-07,K02000001,United Kingdom,I,I : Accommodation and food service activities
