v4_0,mmm-yy,Time,uk-only,Geography,sic-unofficial,UnofficialStandardIndustrialClassification
87.9863,May-09,May-09,K02000001,United Kingdom,G-and-I,"G & I : Distribution, Hotels and Restaurants"
231.7676,May-09,May-09,K02000001,United Kingdom,B,B : Mining and quarrying
86.9612,May-09,May-09,K02000001,United Kingdom,I,I : Accommodation and food service activities
86.5386,Apr-09,Apr-09,K02000001,United Kingdom,I,I : Accommodation and food service activities
34.1453,Apr-09,Apr-09,K02000001,United Kingdom,J,J : Information and communication
63.0436,Apr-09,Apr-09,K02000001,United Kingdom,M,"M : Professional, scientific and technical activities"
88.0403,Apr-09,Apr-09,K02000001,United Kingdom,Q,Q : Human health and social work activities
76.8932,Apr-09,Apr-09,K02000001,United Kingdom,G--T,G-T : Index of Services
82.6869,Apr-09,Apr-09,K02000001,United Kingdom,H,H : Transportation and storage
117.6677,Apr-09,Apr-09,K02000001,United Kingdom,K,K : Financial and insurance activities
78.124,Apr-09,Apr-09,K02000001,United Kingdom,K--N,K-N : Business Services and Finance
72.6537,Apr-09,Apr-09,K02000001,United Kingdom,L,L : Real estate activities
83.1988,Apr-09,Apr-09,K02000001,United Kingdom,C,C : Manufacturing
225.1154,Apr-09,Apr-09,K02000001,United Kingdom,D,"D : Electricity, gas steam and air conditioning"
93.1707,Apr-09,Apr-09,K02000001,United Kingdom,E,"E : Water supply, sewerage and waste management"
87.6031,Apr-09,Apr-09,K02000001,United Kingdom,P,P : Education
97.0087,Apr-09,Apr-09,K02000001,United Kingdom,R,"R : Arts, Entertainment and Recreation"
86.1613,Apr-09,Apr-09,K02000001,United Kingdom,S,S : Other Service Activities
84.8792,Apr-09,Apr-09,K02000001,United Kingdom,T,T : Activities of Households as employers
88.7447,Apr-09,Apr-09,K02000001,United Kingdom,G-and-I,"G & I : Distribution, Hotels and Restaurants"
63.1386,Apr-09,Apr-09,K02000001,United Kingdom,N,N : Administrative and support service activities
89.9522,Apr-09,Apr-09,K02000001,United Kingdom,O,O : Public administration and defence
90.1682,Apr-09,Apr-09,K02000001,United Kingdom,A,A : Agriculture
71.249,Apr-09,Apr-09,K02000001,United Kingdom,F,F : Construction
79.5481,Apr-09,Apr-09,K02000001,United Kingdom,A--T,A-T : Monthly GDP
88.0137,Apr-09,Apr-09,K02000001,United Kingdom,O--T,O-T : Government and Other Services
234.1121,Apr-09,Apr-09,K02000001,United Kingdom,B,B : Mining and quarrying
47.2403,Apr-09,Apr-09,K02000001,United Kingdom,H-and-J,"H & J : Transport, Storage and Communications"
89.2736,Apr-09,Apr-09,K02000001,United Kingdom,G,"G : Wholesale, retail and motor trade"
101.7625,Apr-09,Apr-09,K02000001,United Kingdom,B--E,B-E : Production Industries
76.3383,Mar-09,Mar-09,K02000001,United Kingdom,G--T,G-T : Index of Services
88.4036,Mar-09,Mar-09,K02000001,United Kingdom,G,"G : Wholesale, retail and motor trade"
60.6391,Mar-09,Mar-09,K02000001,United Kingdom,N,N : Administrative and support service activities
84.7469,Mar-09,Mar-09,K02000001,United Kingdom,S,S : Other Service Activities
87.974,Mar-09,Mar-09,K02000001,United Kingdom,O--T,O-T : Government and Other Services
87.7382,Mar-09,Mar-09,K02000001,United Kingdom,Q,Q : Human health and social work activities
83.9654,Mar-09,Mar-09,K02000001,United Kingdom,H,H : Transportation and storage
78.922,Mar-09,Mar-09,K02000001,United Kingdom,T,T : Activities of Households as employers
88.0601,Mar-09,Mar-09,K02000001,United Kingdom,G-and-I,"G & I : Distribution, Hotels and Restaurants"
227.4743,Mar-09,Mar-09,K02000001,United Kingdom,D,"D : Electricity, gas steam and air conditioning"
71.5549,Mar-09,Mar-09,K02000001,United Kingdom,L,L : Real estate activities
117.4109,Mar-09,Mar-09,K02000001,United Kingdom,K,K : Financial and insurance activities
88.7649,Mar-09,Mar-09,K02000001,United Kingdom,O,O : Public administration and defence
91.4898,Mar-09,Mar-09,K02000001,United Kingdom,R,"R : Arts, Entertainment and Recreation"
76.9693,Mar-09,Mar-09,K02000001,United Kingdom,K--N,K-N : Business Services and Finance
86.5481,Mar-09,Mar-09,K02000001,United Kingdom,I,I : Accommodation and food service activities
91.5195,Mar-09,Mar-09,K02000001,United Kingdom,E,"E : Water supply, sewerage and waste management"
71.7528,Mar-09,Mar-09,K02000001,United Kingdom,F,F : Construction
79.0235,Mar-09,Mar-09,K02000001,United Kingdom,A--T,A-T : Monthly GDP
91.1117,Mar-09,Mar-09,K02000001,United Kingdom,A,A : Agriculture
62.173,Mar-09,Mar-09,K02000001,United Kingdom,M,"M : Professional, scientific and technical activities"
90.5555,Mar-09,Mar-09,K02000001,United Kingdom,P,P : Education
47.3927,Mar-09,Mar-09,K02000001,United Kingdom,H-and-J,"H & J : Transport, Storage and Communications"
34.018,Mar-09,Mar-09,K02000001,United Kingdom,J,J : Information and communication
226.6194,Mar-09,Mar-09,K02000001,United Kingdom,B,B : Mining and quarrying
100.8121,Mar-09,Mar-09,K02000001,United Kingdom,B--E,B-E : Production Industries
82.641,Mar-09,Mar-09,K02000001,United Kingdom,C,C : Manufacturing
47.8668,Feb-09,Feb-09,K02000001,United Kingdom,H-and-J,"H & J : Transport, Storage and Communications"
85.6825,Feb-09,Feb-09,K02000001,United Kingdom,I,I : Accommodation and food service activities
118.3539,Feb-09,Feb-09,K02000001,United Kingdom,K,K : Financial and insurance activities
88.7255,Feb-09,Feb-09,K02000001,United Kingdom,O,O : Public administration and defence
76.9431,Feb-09,Feb-09,K02000001,United Kingdom,G--T,G-T : Index of Services
77.6774,Feb-09,Feb-09,K02000001,United Kingdom,K--N,K-N : Business Services and Finance
91.2695,Feb-09,Feb-09,K02000001,United Kingdom,G,"G : Wholesale, retail and motor trade"
86.1962,Feb-09,Feb-09,K02000001,United Kingdom,H,H : Transportation and storage
101.3291,Feb-09,Feb-09,K02000001,United Kingdom,B--E,B-E : Production Industries
79.6341,Feb-09,Feb-09,K02000001,United Kingdom,A--T,A-T : Monthly GDP
91.8752,Feb-09,Feb-09,K02000001,United Kingdom,A,A : Agriculture
72.5991,Feb-09,Feb-09,K02000001,United Kingdom,F,F : Construction
34.0318,Feb-09,Feb-09,K02000001,United Kingdom,J,J : Information and communication
61.4721,Feb-09,Feb-09,K02000001,United Kingdom,N,N : Administrative and support service activities
85.9428,Feb-09,Feb-09,K02000001,United Kingdom,S,S : Other Service Activities
87.957,Feb-09,Feb-09,K02000001,United Kingdom,P,P : Education
87.8885,Feb-09,Feb-09,K02000001,United Kingdom,Q,Q : Human health and social work activities
95.3913,Feb-09,Feb-09,K02000001,United Kingdom,R,"R : Arts, Entertainment and Recreation"
71.8055,Feb-09,Feb-09,K02000001,United Kingdom,L,L : Real estate activities
63.4585,Feb-09,Feb-09,K02000001,United Kingdom,M,"M : Professional, scientific and technical activities"
82.6393,Feb-09,Feb-09,K02000001,United Kingdom,C,C : Manufacturing
90.1558,Feb-09,Feb-09,K02000001,United Kingdom,G-and-I,"G & I : Distribution, Hotels and Restaurants"
87.6024,Feb-09,Feb-09,K02000001,United Kingdom,O--T,O-T : Government and Other Services
77.2334,Feb-09,Feb-09,K02000001,United Kingdom,T,T : Activities of Households as employers
90.0637,Feb-09,Feb-09,K02000001,United Kingdom,E,"E : Water supply, sewerage and waste management"
232.1964,Feb-09,Feb-09,K02000001,United Kingdom,D,"D : Electricity, gas steam and air conditioning"
234.4202,Feb-09,Feb-09,K02000001,United Kingdom,B,B : Mining and quarrying
113.4419,Jan-09,Jan-09,K02000001,United Kingdom,K,K : Financial and insurance activities
85.6941,Jan-09,Jan-09,K02000001,United Kingdom,I,I : Accommodation and food service activities
88.3608,Jan-09,Jan-09,K02000001,United Kingdom,Q,Q : Human health and social work activities
63.1256,Jan-09,Jan-09,K02000001,United Kingdom,M,"M : Professional, scientific and technical activities"
95.1353,Jan-09,Jan-09,K02000001,United Kingdom,R,"R : Arts, Entertainment and Recreation"
33.791,Jan-09,Jan-09,K02000001,United Kingdom,J,J : Information and communication
61.9574,Jan-09,Jan-09,K02000001,United Kingdom,N,N : Administrative and support service activities
101.2523,Jan-09,Jan-09,K02000001,United Kingdom,B--E,B-E : Production Industries
89.0365,Jan-09,Jan-09,K02000001,United Kingdom,H,H : Transportation and storage
92.485,Jan-09,Jan-09,K02000001,United Kingdom,A,A : Agriculture
74.4888,Jan-09,Jan-09,K02000001,United Kingdom,F,F : Construction
79.7114,Jan-09,Jan-09,K02000001,United Kingdom,A--T,A-T : Monthly GDP
76.896,Jan-09,Jan-09,K02000001,United Kingdom,G--T,G-T : Index of Services
76.8665,Jan-09,Jan-09,K02000001,United Kingdom,K--N,K-N : Business Services and Finance
88.5728,Jan-09,Jan-09,K02000001,United Kingdom,O,O : Public administration and defence
88.1484,Jan-09,Jan-09,K02000001,United Kingdom,P,P : Education
86.3012,Jan-09,Jan-09,K02000001,United Kingdom,S,S : Other Service Activities
82.8867,Jan-09,Jan-09,K02000001,United Kingdom,T,T : Activities of Households as employers
48.2409,Jan-09,Jan-09,K02000001,United Kingdom,H-and-J,"H & J : Transport, Storage and Communications"
92.6706,Jan-09,Jan-09,K02000001,United Kingdom,G,"G : Wholesale, retail and motor trade"
87.8162,Jan-09,Jan-09,K02000001,United Kingdom,O--T,O-T : Government and Other Services
82.3595,Jan-09,Jan-09,K02000001,United Kingdom,C,C : Manufacturing
91.2753,Jan-09,Jan-09,K02000001,United Kingdom,G-and-I,"G & I : Distribution, Hotels and Restaurants"
71.8714,Jan-09,Jan-09,K02000001,United Kingdom,L,L : Real estate activities
238.0787,Jan-09,Jan-09,K02000001,United Kingdom,D,"D : Electricity, gas steam and air conditioning"
235.5502,Jan-09,Jan-09,K02000001,United Kingdom,B,B : Mining and quarrying
88.2577,Jan-09,Jan-09,K02000001,United Kingdom,E,"E : Water supply, sewerage and waste management"
88.8149,Dec-08,Dec-08,K02000001,United Kingdom,H,H : Transportation and storage
63.6213,Dec-08,Dec-08,K02000001,United Kingdom,N,N : Administrative and support service activities
89.308,Dec-08,Dec-08,K02000001,United Kingdom,Q,Q : Human health and social work activities
77.2085,Dec-08,Dec-08,K02000001,United Kingdom,G--T,G-T : Index of Services
48.74,Dec-08,Dec-08,K02000001,United Kingdom,H-and-J,"H & J : Transport, Storage and Communications"
83.1713,Dec-08,Dec-08,K02000001,United Kingdom,S,S : Other Service Activities
91.7037,Dec-08,Dec-08,K02000001,United Kingdom,G,"G : Wholesale, retail and motor trade"
77.4574,Dec-08,Dec-08,K02000001,United Kingdom,K--N,K-N : Business Services and Finance
64.1606,Dec-08,Dec-08,K02000001,United Kingdom,M,"M : Professional, scientific and technical activities"
88.201,Dec-08,Dec-08,K02000001,United Kingdom,O,O : Public administration and defence
89.9763,Dec-08,Dec-08,K02000001,United Kingdom,E,"E : Water supply, sewerage and waste management"
34.3767,Dec-08,Dec-08,K02000001,United Kingdom,J,J : Information and communication
88.2691,Dec-08,Dec-08,K02000001,United Kingdom,P,P : Education
92.0985,Dec-08,Dec-08,K02000001,United Kingdom,R,"R : Arts, Entertainment and Recreation"
88.0474,Dec-08,Dec-08,K02000001,United Kingdom,T,T : Activities of Households as employers
103.8751,Dec-08,Dec-08,K02000001,United Kingdom,B--E,B-E : Production Industries
233.9814,Dec-08,Dec-08,K02000001,United Kingdom,B,B : Mining and quarrying
92.6853,Dec-08,Dec-08,K02000001,United Kingdom,A,A : Agriculture
77.0239,Dec-08,Dec-08,K02000001,United Kingdom,F,F : Construction
80.4444,Dec-08,Dec-08,K02000001,United Kingdom,A--T,A-T : Monthly GDP
87.6761,Dec-08,Dec-08,K02000001,United Kingdom,O--T,O-T : Government and Other Services
116.4986,Dec-08,Dec-08,K02000001,United Kingdom,K,K : Financial and insurance activities
91.1972,Dec-08,Dec-08,K02000001,United Kingdom,G-and-I,"G & I : Distribution, Hotels and Restaurants"
70.9723,Dec-08,Dec-08,K02000001,United Kingdom,L,L : Real estate activities
88.9592,Dec-08,Dec-08,K02000001,United Kingdom,I,I : Accommodation and food service activities
243.7029,Dec-08,Dec-08,K02000001,United Kingdom,D,"D : Electricity, gas steam and air conditioning"
85.1145,Dec-08,Dec-08,K02000001,United Kingdom,C,C : Manufacturing
93.9536,Nov-08,Nov-08,K02000001,United Kingdom,G,"G : Wholesale, retail and motor trade"
70.9276,Nov-08,Nov-08,K02000001,United Kingdom,L,L : Real estate activities
87.8571,Nov-08,Nov-08,K02000001,United Kingdom,O,O : Public administration and defence
82.649,Nov-08,Nov-08,K02000001,United Kingdom,S,S : Other Service Activities
92.985,Nov-08,Nov-08,K02000001,United Kingdom,G-and-I,"G & I : Distribution, Hotels and Restaurants"
77.4028,Nov-08,Nov-08,K02000001,United Kingdom,G--T,G-T : Index of Services
92.1559,Nov-08,Nov-08,K02000001,United Kingdom,R,"R : Arts, Entertainment and Recreation"
90.2121,Nov-08,Nov-08,K02000001,United Kingdom,H,H : Transportation and storage
88.9482,Nov-08,Nov-08,K02000001,United Kingdom,I,I : Accommodation and food service activities
34.2254,Nov-08,Nov-08,K02000001,United Kingdom,J,J : Information and communication
234.7869,Nov-08,Nov-08,K02000001,United Kingdom,B,B : Mining and quarrying
87.3945,Nov-08,Nov-08,K02000001,United Kingdom,E,"E : Water supply, sewerage and waste management"
104.3114,Nov-08,Nov-08,K02000001,United Kingdom,B--E,B-E : Production Industries
87.7295,Nov-08,Nov-08,K02000001,United Kingdom,O--T,O-T : Government and Other Services
114.4304,Nov-08,Nov-08,K02000001,United Kingdom,K,K : Financial and insurance activities
64.5096,Nov-08,Nov-08,K02000001,United Kingdom,M,"M : Professional, scientific and technical activities"
95.9243,Nov-08,Nov-08,K02000001,United Kingdom,T,T : Activities of Households as employers
246.8884,Nov-08,Nov-08,K02000001,United Kingdom,D,"D : Electricity, gas steam and air conditioning"
80.8174,Nov-08,Nov-08,K02000001,United Kingdom,A--T,A-T : Monthly GDP
93.4434,Nov-08,Nov-08,K02000001,United Kingdom,A,A : Agriculture
79.5055,Nov-08,Nov-08,K02000001,United Kingdom,F,F : Construction
89.8289,Nov-08,Nov-08,K02000001,United Kingdom,Q,Q : Human health and social work activities
48.9033,Nov-08,Nov-08,K02000001,United Kingdom,H-and-J,"H & J : Transport, Storage and Communications"
63.8488,Nov-08,Nov-08,K02000001,United Kingdom,N,N : Administrative and support service activities
77.2006,Nov-08,Nov-08,K02000001,United Kingdom,K--N,K-N : Business Services and Finance
88.1279,Nov-08,Nov-08,K02000001,United Kingdom,P,P : Education
85.7175,Nov-08,Nov-08,K02000001,United Kingdom,C,C : Manufacturing
94.7764,Oct-08,Oct-08,K02000001,United Kingdom,G-and-I,"G & I : Distribution, Hotels and Restaurants"
77.9493,Oct-08,Oct-08,K02000001,United Kingdom,G--T,G-T : Index of Services
96.0254,Oct-08,Oct-08,K02000001,United Kingdom,G,"G : Wholesale, retail and motor trade"
48.3994,Oct-08,Oct-08,K02000001,United Kingdom,H-and-J,"H & J : Transport, Storage and Communications"
93.6267,Oct-08,Oct-08,K02000001,United Kingdom,R,"R : Arts, Entertainment and Recreation"
65.716,Oct-08,Oct-08,K02000001,United Kingdom,M,"M : Professional, scientific and technical activities"
100.2852,Oct-08,Oct-08,K02000001,United Kingdom,T,T : Activities of Households as employers
78.0122,Oct-08,Oct-08,K02000001,United Kingdom,K--N,K-N : Business Services and Finance
91.6968,Oct-08,Oct-08,K02000001,United Kingdom,H,H : Transportation and storage
70.3783,Oct-08,Oct-08,K02000001,United Kingdom,L,L : Real estate activities
87.1524,Oct-08,Oct-08,K02000001,United Kingdom,O,O : Public administration and defence
241.0682,Oct-08,Oct-08,K02000001,United Kingdom,B,B : Mining and quarrying
89.096,Oct-08,Oct-08,K02000001,United Kingdom,C,C : Manufacturing
90.2719,Oct-08,Oct-08,K02000001,United Kingdom,E,"E : Water supply, sewerage and waste management"
90.2179,Oct-08,Oct-08,K02000001,United Kingdom,Q,Q : Human health and social work activities
117.7801,Oct-08,Oct-08,K02000001,United Kingdom,K,K : Financial and insurance activities
82.6149,Oct-08,Oct-08,K02000001,United Kingdom,S,S : Other Service Activities
81.6828,Oct-08,Oct-08,K02000001,United Kingdom,F,F : Construction
81.8752,Oct-08,Oct-08,K02000001,United Kingdom,A--T,A-T : Monthly GDP
94.3628,Oct-08,Oct-08,K02000001,United Kingdom,A,A : Agriculture
33.312,Oct-08,Oct-08,K02000001,United Kingdom,J,J : Information and communication
88.8296,Oct-08,Oct-08,K02000001,United Kingdom,P,P : Education
87.9848,Oct-08,Oct-08,K02000001,United Kingdom,O--T,O-T : Government and Other Services
89.6435,Oct-08,Oct-08,K02000001,United Kingdom,I,I : Accommodation and food service activities
65.2454,Oct-08,Oct-08,K02000001,United Kingdom,N,N : Administrative and support service activities
256.5835,Oct-08,Oct-08,K02000001,United Kingdom,D,"D : Electricity, gas steam and air conditioning"
108.2045,Oct-08,Oct-08,K02000001,United Kingdom,B--E,B-E : Production Industries
64.3162,Sep-08,Sep-08,K02000001,United Kingdom,M,"M : Professional, scientific and technical activities"
83.6847,Sep-08,Sep-08,K02000001,United Kingdom,S,S : Other Service Activities
96.5518,Sep-08,Sep-08,K02000001,United Kingdom,G-and-I,"G & I : Distribution, Hotels and Restaurants"
64.5171,Sep-08,Sep-08,K02000001,United Kingdom,N,N : Administrative and support service activities
78.1968,Sep-08,Sep-08,K02000001,United Kingdom,K--N,K-N : Business Services and Finance
87.6506,Sep-08,Sep-08,K02000001,United Kingdom,O--T,O-T : Government and Other Services
93.395,Sep-08,Sep-08,K02000001,United Kingdom,H,H : Transportation and storage
94.0411,Sep-08,Sep-08,K02000001,United Kingdom,R,"R : Arts, Entertainment and Recreation"
238.6056,Sep-08,Sep-08,K02000001,United Kingdom,D,"D : Electricity, gas steam and air conditioning"
86.7807,Sep-08,Sep-08,K02000001,United Kingdom,O,O : Public administration and defence
108.39,Sep-08,Sep-08,K02000001,United Kingdom,B--E,B-E : Production Industries
93.591,Sep-08,Sep-08,K02000001,United Kingdom,E,"E : Water supply, sewerage and waste management"
94.4356,Sep-08,Sep-08,K02000001,United Kingdom,A,A : Agriculture
82.7904,Sep-08,Sep-08,K02000001,United Kingdom,F,F : Construction
82.0689,Sep-08,Sep-08,K02000001,United Kingdom,A--T,A-T : Monthly GDP
90.9067,Sep-08,Sep-08,K02000001,United Kingdom,I,I : Accommodation and food service activities
32.5487,Sep-08,Sep-08,K02000001,United Kingdom,J,J : Information and communication
120.2374,Sep-08,Sep-08,K02000001,United Kingdom,K,K : Financial and insurance activities
70.8168,Sep-08,Sep-08,K02000001,United Kingdom,L,L : Real estate activities
47.9826,Sep-08,Sep-08,K02000001,United Kingdom,H-and-J,"H & J : Transport, Storage and Communications"
89.7295,Sep-08,Sep-08,K02000001,United Kingdom,Q,Q : Human health and social work activities
96.2407,Sep-08,Sep-08,K02000001,United Kingdom,T,T : Activities of Households as employers
78.0919,Sep-08,Sep-08,K02000001,United Kingdom,G--T,G-T : Index of Services
97.9469,Sep-08,Sep-08,K02000001,United Kingdom,G,"G : Wholesale, retail and motor trade"
88.7619,Sep-08,Sep-08,K02000001,United Kingdom,C,C : Manufacturing
88.2111,Sep-08,Sep-08,K02000001,United Kingdom,P,P : Education
258.0345,Sep-08,Sep-08,K02000001,United Kingdom,B,B : Mining and quarrying
88.7155,Aug-08,Aug-08,K02000001,United Kingdom,P,P : Education
70.9413,Aug-08,Aug-08,K02000001,United Kingdom,L,L : Real estate activities
86.8928,Aug-08,Aug-08,K02000001,United Kingdom,O,O : Public administration and defence
99.6449,Aug-08,Aug-08,K02000001,United Kingdom,G-and-I,"G & I : Distribution, Hotels and Restaurants"
94.4449,Aug-08,Aug-08,K02000001,United Kingdom,H,H : Transportation and storage
96.7496,Aug-08,Aug-08,K02000001,United Kingdom,R,"R : Arts, Entertainment and Recreation"
91.5743,Aug-08,Aug-08,K02000001,United Kingdom,I,I : Accommodation and food service activities
65.2221,Aug-08,Aug-08,K02000001,United Kingdom,N,N : Administrative and support service activities
122.987,Aug-08,Aug-08,K02000001,United Kingdom,K,K : Financial and insurance activities
96.7441,Aug-08,Aug-08,K02000001,United Kingdom,T,T : Activities of Households as employers
249.4486,Aug-08,Aug-08,K02000001,United Kingdom,D,"D : Electricity, gas steam and air conditioning"
89.1185,Aug-08,Aug-08,K02000001,United Kingdom,C,C : Manufacturing
88.0472,Aug-08,Aug-08,K02000001,United Kingdom,O--T,O-T : Government and Other Services
33.0399,Aug-08,Aug-08,K02000001,United Kingdom,J,J : Information and communication
78.9674,Aug-08,Aug-08,K02000001,United Kingdom,K--N,K-N : Business Services and Finance
64.8162,Aug-08,Aug-08,K02000001,United Kingdom,M,"M : Professional, scientific and technical activities"
84.333,Aug-08,Aug-08,K02000001,United Kingdom,F,F : Construction
83.0537,Aug-08,Aug-08,K02000001,United Kingdom,A--T,A-T : Monthly GDP
94.7033,Aug-08,Aug-08,K02000001,United Kingdom,A,A : Agriculture
89.7763,Aug-08,Aug-08,K02000001,United Kingdom,Q,Q : Human health and social work activities
84.3687,Aug-08,Aug-08,K02000001,United Kingdom,S,S : Other Service Activities
79.0945,Aug-08,Aug-08,K02000001,United Kingdom,G--T,G-T : Index of Services
48.6437,Aug-08,Aug-08,K02000001,United Kingdom,H-and-J,"H & J : Transport, Storage and Communications"
101.6942,Aug-08,Aug-08,K02000001,United Kingdom,G,"G : Wholesale, retail and motor trade"
243.3927,Aug-08,Aug-08,K02000001,United Kingdom,B,B : Mining and quarrying
108.9863,Aug-08,Aug-08,K02000001,United Kingdom,B--E,B-E : Production Industries
98.7598,Aug-08,Aug-08,K02000001,United Kingdom,E,"E : Water supply, sewerage and waste management"
100.1685,Jul-08,Jul-08,K02000001,United Kingdom,G-and-I,"G & I : Distribution, Hotels and Restaurants"
94.4541,Jul-08,Jul-08,K02000001,United Kingdom,H,H : Transportation and storage
86.5147,Jul-08,Jul-08,K02000001,United Kingdom,O,O : Public administration and defence
90.7264,Jul-08,Jul-08,K02000001,United Kingdom,I,I : Accommodation and food service activities
70.5014,Jul-08,Jul-08,K02000001,United Kingdom,L,L : Real estate activities
48.2719,Jul-08,Jul-08,K02000001,United Kingdom,H-and-J,"H & J : Transport, Storage and Communications"
125.11,Jul-08,Jul-08,K02000001,United Kingdom,K,K : Financial and insurance activities
64.9312,Jul-08,Jul-08,K02000001,United Kingdom,M,"M : Professional, scientific and technical activities"
89.3289,Jul-08,Jul-08,K02000001,United Kingdom,P,P : Education
97.9254,Jul-08,Jul-08,K02000001,United Kingdom,R,"R : Arts, Entertainment and Recreation"
92.6661,Jul-08,Jul-08,K02000001,United Kingdom,E,"E : Water supply, sewerage and waste management"
109.2193,Jul-08,Jul-08,K02000001,United Kingdom,B--E,B-E : Production Industries
88.3257,Jul-08,Jul-08,K02000001,United Kingdom,O--T,O-T : Government and Other Services
93.5957,Jul-08,Jul-08,K02000001,United Kingdom,T,T : Activities of Households as employers
85.5093,Jul-08,Jul-08,K02000001,United Kingdom,F,F : Construction
83.2829,Jul-08,Jul-08,K02000001,United Kingdom,A--T,A-T : Monthly GDP
79.2561,Jul-08,Jul-08,K02000001,United Kingdom,G--T,G-T : Index of Services
79.2208,Jul-08,Jul-08,K02000001,United Kingdom,K--N,K-N : Business Services and Finance
94.2884,Jul-08,Jul-08,K02000001,United Kingdom,A,A : Agriculture
89.9896,Jul-08,Jul-08,K02000001,United Kingdom,Q,Q : Human health and social work activities
102.5898,Jul-08,Jul-08,K02000001,United Kingdom,G,"G : Wholesale, retail and motor trade"
85.4758,Jul-08,Jul-08,K02000001,United Kingdom,S,S : Other Service Activities
239.0783,Jul-08,Jul-08,K02000001,United Kingdom,B,B : Mining and quarrying
32.6327,Jul-08,Jul-08,K02000001,United Kingdom,J,J : Information and communication
65.4927,Jul-08,Jul-08,K02000001,United Kingdom,N,N : Administrative and support service activities
90.1476,Jul-08,Jul-08,K02000001,United Kingdom,C,C : Manufacturing
253.1304,Jul-08,Jul-08,K02000001,United Kingdom,D,"D : Electricity, gas steam and air conditioning"
79.9398,Jun-08,Jun-08,K02000001,United Kingdom,G--T,G-T : Index of Services
91.3928,Jun-08,Jun-08,K02000001,United Kingdom,I,I : Accommodation and food service activities
102.1692,Jun-08,Jun-08,K02000001,United Kingdom,G-and-I,"G & I : Distribution, Hotels and Restaurants"
102.1724,Jun-08,Jun-08,K02000001,United Kingdom,T,T : Activities of Households as employers
64.5415,Jun-08,Jun-08,K02000001,United Kingdom,N,N : Administrative and support service activities
86.7367,Jun-08,Jun-08,K02000001,United Kingdom,O,O : Public administration and defence
108.4702,Jun-08,Jun-08,K02000001,United Kingdom,B--E,B-E : Production Industries
89.1201,Jun-08,Jun-08,K02000001,United Kingdom,C,C : Manufacturing
249.2695,Jun-08,Jun-08,K02000001,United Kingdom,D,"D : Electricity, gas steam and air conditioning"
48.4692,Jun-08,Jun-08,K02000001,United Kingdom,H-and-J,"H & J : Transport, Storage and Communications"
80.062,Jun-08,Jun-08,K02000001,United Kingdom,K--N,K-N : Business Services and Finance
84.843,Jun-08,Jun-08,K02000001,United Kingdom,S,S : Other Service Activities
96.4014,Jun-08,Jun-08,K02000001,United Kingdom,H,H : Transportation and storage
65.4888,Jun-08,Jun-08,K02000001,United Kingdom,M,"M : Professional, scientific and technical activities"
93.6363,Jun-08,Jun-08,K02000001,United Kingdom,A,A : Agriculture
83.8052,Jun-08,Jun-08,K02000001,United Kingdom,A--T,A-T : Monthly GDP
86.4143,Jun-08,Jun-08,K02000001,United Kingdom,F,F : Construction
104.9512,Jun-08,Jun-08,K02000001,United Kingdom,G,"G : Wholesale, retail and motor trade"
32.4421,Jun-08,Jun-08,K02000001,United Kingdom,J,J : Information and communication
71.0713,Jun-08,Jun-08,K02000001,United Kingdom,L,L : Real estate activities
89.3063,Jun-08,Jun-08,K02000001,United Kingdom,P,P : Education
90.3643,Jun-08,Jun-08,K02000001,United Kingdom,Q,Q : Human health and social work activities
88.3475,Jun-08,Jun-08,K02000001,United Kingdom,O--T,O-T : Government and Other Services
128.4827,Jun-08,Jun-08,K02000001,United Kingdom,K,K : Financial and insurance activities
95.3619,Jun-08,Jun-08,K02000001,United Kingdom,R,"R : Arts, Entertainment and Recreation"
252.5814,Jun-08,Jun-08,K02000001,United Kingdom,B,B : Mining and quarrying
89.6105,Jun-08,Jun-08,K02000001,United Kingdom,E,"E : Water supply, sewerage and waste management"
48.2657,May-08,May-08,K02000001,United Kingdom,H-and-J,"H & J : Transport, Storage and Communications"
96.6783,May-08,May-08,K02000001,United Kingdom,H,H : Transportation and storage
79.9676,May-08,May-08,K02000001,United Kingdom,G--T,G-T : Index of Services
66.0617,May-08,May-08,K02000001,United Kingdom,N,N : Administrative and support service activities
106.3913,May-08,May-08,K02000001,United Kingdom,G,"G : Wholesale, retail and motor trade"
70.6014,May-08,May-08,K02000001,United Kingdom,L,L : Real estate activities
79.8112,May-08,May-08,K02000001,United Kingdom,K--N,K-N : Business Services and Finance
88.7737,May-08,May-08,K02000001,United Kingdom,P,P : Education
97.3035,May-08,May-08,K02000001,United Kingdom,R,"R : Arts, Entertainment and Recreation"
108.7254,May-08,May-08,K02000001,United Kingdom,B--E,B-E : Production Industries
89.5773,May-08,May-08,K02000001,United Kingdom,C,C : Manufacturing
247.9616,May-08,May-08,K02000001,United Kingdom,D,"D : Electricity, gas steam and air conditioning"
88.501,May-08,May-08,K02000001,United Kingdom,E,"E : Water supply, sewerage and waste management"
84.6665,May-08,May-08,K02000001,United Kingdom,S,S : Other Service Activities
86.9978,May-08,May-08,K02000001,United Kingdom,O,O : Public administration and defence
92.0748,May-08,May-08,K02000001,United Kingdom,I,I : Accommodation and food service activities
66.279,May-08,May-08,K02000001,United Kingdom,M,"M : Professional, scientific and technical activities"
93.3605,May-08,May-08,K02000001,United Kingdom,A,A : Agriculture
